Population Year	 Area	 Variable	 Data
2011	Rio Blanco	Household Population (July)	6550
2011	Rio Blanco	Housing Vacancy Rate	19.14
2011	Rio Blanco	July Population	6785
2011	Rio Blanco	Natural Population Increase	66
2011	Rio Blanco	Net Building Permits	28
2011	Rio Blanco	Net Migration	102
2011	Rio Blanco	Population (U.S. Census Bureau)	6782
2011	Rio Blanco	Total Households	2695
2011	Rio Blanco	Total Housing Units	3333
2011	Rio Blanco	Vacant Housing Units	638
2011	Rio Grande	Average Household Size	2.47
2011	Rio Grande	Births	143
2011	Rio Grande	Deaths	122
2011	Rio Grande	Group Quarters Population (July)	198
2011	Rio Grande	Household Population (July)	11717
2011	Rio Grande	Housing Vacancy Rate	28.6
2011	Rio Grande	July Population	11915
2011	Rio Grande	Natural Population Increase	21
2011	Rio Grande	Net Building Permits	-14
2011	Rio Grande	Net Migration	-107
2011	Rio Grande	Population (U.S. Census Bureau)	11956
2011	Rio Grande	Total Households	4752
2011	Rio Grande	Total Housing Units	6655
2011	Rio Grande	Vacant Housing Units	1903
2011	Routt	Average Household Size	2.34
2011	Routt	Births	228
2011	Routt	Deaths	88
2011	Routt	Group Quarters Population (July)	335
2011	Routt	Household Population (July)	22881
2011	Routt	Housing Vacancy Rate	40.77
2011	Routt	July Population	23216
2011	Routt	Natural Population Increase	140
2011	Routt	Net Building Permits	144
2011	Routt	Net Migration	-363
2011	Routt	Population (U.S. Census Bureau)	23239
2011	Routt	Total Households	9768
2011	Routt	Total Housing Units	16491
2011	Routt	Vacant Housing Units	6723
2011	Saguache	Average Household Size	2.31
2011	Saguache	Births	79
2011	Saguache	Deaths	37
2011	Saguache	Group Quarters Population (July)	18
2011	Saguache	Household Population (July)	6240
2011	Saguache	Housing Vacancy Rate	30.44
2011	Saguache	July Population	6258
2011	Saguache	Natural Population Increase	42
2011	Saguache	Net Building Permits	22
2011	Saguache	Net Migration	72
2011	Saguache	Population (U.S. Census Bureau)	6228
2011	Saguache	Total Households	2706
2011	Saguache	Total Housing Units	3890
2011	Saguache	Vacant Housing Units	1184
2011	San Juan	Average Household Size	2.03
2011	San Juan	Births	8
2011	San Juan	Deaths	8
2011	San Juan	Group Quarters Population (July)	0
2011	San Juan	Household Population (July)	691
2011	San Juan	Housing Vacancy Rate	55.15
2011	San Juan	July Population	691
2011	San Juan	Natural Population Increase	0
2011	San Juan	Net Building Permits	2
2011	San Juan	Net Migration	-18
2011	San Juan	Population (U.S. Census Bureau)	692
2011	San Juan	Total Households	340
2011	San Juan	Total Housing Units	758
2011	San Juan	Vacant Housing Units	418
2011	San Miguel	Average Household Size	2.13
2011	San Miguel	Births	76
2011	San Miguel	Deaths	18
2011	San Miguel	Group Quarters Population (July)	9
2011	San Miguel	Household Population (July)	7487
2011	San Miguel	Housing Vacancy Rate	47.48
2011	San Miguel	July Population	7496
2011	San Miguel	Natural Population Increase	58
2011	San Miguel	Net Building Permits	56
2011	San Miguel	Net Migration	82
2011	San Miguel	Population (U.S. Census Bureau)	7490
2011	San Miguel	Total Households	3517
2011	San Miguel	Total Housing Units	6697
2011	San Miguel	Vacant Housing Units	3180
2011	Sedgwick	Average Household Size	2.14
2011	Sedgwick	Births	29
2011	Sedgwick	Deaths	41
2011	Sedgwick	Group Quarters Population (July)	35
2011	Sedgwick	Household Population (July)	2323
2011	Sedgwick	Housing Vacancy Rate	23.46
2011	Sedgwick	July Population	2358
2011	Sedgwick	Natural Population Increase	-12
2011	Sedgwick	Net Building Permits	0
2011	Sedgwick	Net Migration	3
2011	Sedgwick	Population (U.S. Census Bureau)	2364
2011	Sedgwick	Total Households	1083
2011	Sedgwick	Total Housing Units	1415
2011	Sedgwick	Vacant Housing Units	332
2011	Summit	Average Household Size	2.36
2011	Summit	Births	308
2011	Summit	Deaths	54
2011	Summit	Group Quarters Population (July)	273
2011	Summit	Household Population (July)	27691
2011	Summit	Housing Vacancy Rate	60.83
2011	Summit	July Population	27964
2011	Summit	Natural Population Increase	254
2011	Summit	Net Building Permits	130
2011	Summit	Net Migration	-363
2011	Summit	Population (U.S. Census Bureau)	27972
2011	Summit	Total Households	11740
2011	Summit	Total Housing Units	29975
2011	Summit	Vacant Housing Units	18235
2011	Teller	Average Household Size	2.37
2011	Teller	Births	222
2011	Teller	Deaths	134
2011	Teller	Group Quarters Population (July)	132
2011	Teller	Household Population (July)	23246
2011	Teller	Housing Vacancy Rate	22.69
2011	Teller	July Population	23378
2011	Teller	Natural Population Increase	88
2011	Teller	Net Building Permits	52
2011	Teller	Net Migration	-151
2011	Teller	Population (U.S. Census Bureau)	23356
2011	Teller	Total Households	9817
2011	Teller	Total Housing Units	12699
2011	Teller	Vacant Housing Units	2882
2011	Washington	Average Household Size	2.34
2011	Washington	Births	40
2011	Washington	Deaths	53
2011	Washington	Group Quarters Population (July)	184
2011	Washington	Household Population (July)	4575
2011	Washington	Housing Vacancy Rate	19.9
2011	Washington	July Population	4759
2011	Washington	Natural Population Increase	-13
2011	Washington	Net Building Permits	6
2011	Washington	Net Migration	-43
2011	Washington	Population (U.S. Census Bureau)	4770
2011	Washington	Total Households	1956
2011	Washington	Total Housing Units	2442
2011	Washington	Vacant Housing Units	486
2011	Weld	Average Household Size	2.76
2011	Weld	Births	3749
2011	Weld	Deaths	1434
2011	Weld	Group Quarters Population (July)	5874
2011	Weld	Household Population (July)	252574
2011	Weld	Housing Vacancy Rate	5.91
2011	Weld	July Population	258448
2011	Weld	Natural Population Increase	2315
2011	Weld	Net Building Permits	600
2011	Weld	Net Migration	1903
2011	Weld	Population (U.S. Census Bureau)	258638
2011	Weld	Total Households	91377
2011	Weld	Total Housing Units	97114
2011	Weld	Vacant Housing Units	5737
2011	Yuma	Average Household Size	2.49
2011	Yuma	Births	155
2011	Yuma	Deaths	118
2011	Yuma	Group Quarters Population (July)	196
2011	Yuma	Household Population (July)	9874
2011	Yuma	Housing Vacancy Rate	11.26
2011	Yuma	July Population	10070
2011	Yuma	Natural Population Increase	37
2011	Yuma	Net Building Permits	-2
2011	Yuma	Net Migration	1
2011	Yuma	Population (U.S. Census Bureau)	10100
2011	Yuma	Total Households	3963
2011	Yuma	Total Housing Units	4466
2011	Yuma	Vacant Housing Units	503
2010	Adams	Average Household Size	2.85
2010	Adams	Births	7436
2010	Adams	Deaths	2474
2010	Adams	Group Quarters Population (July)	4027
2010	Adams	Household Population (July)	439684
2010	Adams	Housing Vacancy Rate	5.34
2010	Adams	July Population	443711
2010	Adams	Natural Population Increase	4962
2010	Adams	Net Building Permits	478
2010	Adams	Net Migration	2426
2010	Adams	Population (U.S. Census Bureau)	443673
2010	Adams	Total Households	154500
2010	Adams	Total Housing Units	163208
2010	Adams	Vacant Housing Units	8708
2010	Alamosa	Average Household Size	2.45
2010	Alamosa	Births	250
2010	Alamosa	Deaths	127
2010	Alamosa	Group Quarters Population (July)	740
2010	Alamosa	Household Population (July)	14734
2010	Alamosa	Housing Vacancy Rate	8.46
2010	Alamosa	July Population	15474
2010	Alamosa	Natural Population Increase	123
2010	Alamosa	Net Building Permits	28
2010	Alamosa	Net Migration	49
2010	Alamosa	Population (U.S. Census Bureau)	15496
2010	Alamosa	Total Households	6007
2010	Alamosa	Total Housing Units	6562
2010	Alamosa	Vacant Housing Units	555
2010	Arapahoe	Average Household Size	2.53
2010	Arapahoe	Births	7981
2010	Arapahoe	Deaths	3295
2010	Arapahoe	Group Quarters Population (July)	4920
2010	Arapahoe	Household Population (July)	569899
2010	Arapahoe	Housing Vacancy Rate	5.7
2010	Arapahoe	July Population	574819
2010	Arapahoe	Natural Population Increase	4686
2010	Arapahoe	Net Building Permits	723
2010	Arapahoe	Net Migration	3616
2010	Arapahoe	Population (U.S. Census Bureau)	574929
2010	Arapahoe	Total Households	225126
2010	Arapahoe	Total Housing Units	238728
2010	Arapahoe	Vacant Housing Units	13602
2010	Archuleta	Average Household Size	2.27
2010	Archuleta	Births	108
2010	Archuleta	Deaths	63
2010	Archuleta	Group Quarters Population (July)	129
2010	Archuleta	Household Population (July)	11931
2010	Archuleta	Housing Vacancy Rate	40.08
2010	Archuleta	July Population	12060
2010	Archuleta	Natural Population Increase	45
2010	Archuleta	Net Building Permits	73
2010	Archuleta	Net Migration	116
2010	Archuleta	Population (U.S. Census Bureau)	12068
2010	Archuleta	Total Households	5257
2010	Archuleta	Total Housing Units	8773
2010	Archuleta	Vacant Housing Units	3516
2010	Baca	Average Household Size	2.2
2010	Baca	Births	39
2010	Baca	Deaths	52
2010	Baca	Group Quarters Population (July)	82
2010	Baca	Household Population (July)	3713
2010	Baca	Housing Vacancy Rate	24.96
2010	Baca	July Population	3795
2010	Baca	Natural Population Increase	-13
2010	Baca	Net Building Permits	0
2010	Baca	Net Migration	-6
2010	Baca	Population (U.S. Census Bureau)	3802
2010	Baca	Total Households	1687
2010	Baca	Total Housing Units	2248
2010	Baca	Vacant Housing Units	561
2010	Bent	Average Household Size	2.34
2010	Bent	Births	54
2010	Bent	Deaths	58
2010	Bent	Group Quarters Population (July)	2208
2010	Bent	Household Population (July)	4298
2010	Bent	Housing Vacancy Rate	18.19
2010	Bent	July Population	6506
2010	Bent	Natural Population Increase	-4
2010	Bent	Net Building Permits	2
2010	Bent	Net Migration	29
2010	Bent	Population (U.S. Census Bureau)	6467
2010	Bent	Total Households	1835
2010	Bent	Total Housing Units	2243
2010	Bent	Vacant Housing Units	408
2010	Boulder	Average Household Size	2.39
2010	Boulder	Births	3141
2010	Boulder	Deaths	1544
2010	Boulder	Group Quarters Population (July)	9396
2010	Boulder	Household Population (July)	286209
2010	Boulder	Housing Vacancy Rate	6.05
2010	Boulder	July Population	295605
2010	Boulder	Natural Population Increase	1597
2010	Boulder	Net Building Permits	522
2010	Boulder	Net Migration	365
2010	Boulder	Population (U.S. Census Bureau)	295169
2010	Boulder	Total Households	119577
2010	Boulder	Total Housing Units	127281
2010	Boulder	Vacant Housing Units	7704
2010	Broomfield	Average Household Size	2.6
2010	Broomfield	Births	690
2010	Broomfield	Deaths	271
2010	Broomfield	Group Quarters Population (July)	282
2010	Broomfield	Household Population (July)	55825
2010	Broomfield	Housing Vacancy Rate	5.07
2010	Broomfield	July Population	56107
2010	Broomfield	Natural Population Increase	419
2010	Broomfield	Net Building Permits	397
2010	Broomfield	Net Migration	303
2010	Broomfield	Population (U.S. Census Bureau)	56113
2010	Broomfield	Total Households	21498
2010	Broomfield	Total Housing Units	22646
2010	Broomfield	Vacant Housing Units	1148
2010	Chaffee	Average Household Size	2.15
2010	Chaffee	Births	138
2010	Chaffee	Deaths	157
2010	Chaffee	Group Quarters Population (July)	1436
2010	Chaffee	Household Population (July)	16361
2010	Chaffee	Housing Vacancy Rate	24.32
2010	Chaffee	July Population	17797
2010	Chaffee	Natural Population Increase	-19
2010	Chaffee	Net Building Permits	91
2010	Chaffee	Net Migration	213
2010	Chaffee	Population (U.S. Census Bureau)	17800
2010	Chaffee	Total Households	7595
2010	Chaffee	Total Housing Units	10036
2010	Chaffee	Vacant Housing Units	2441
2010	Cheyenne	Average Household Size	2.28
2010	Cheyenne	Births	21
2010	Cheyenne	Deaths	18
2010	Cheyenne	Group Quarters Population (July)	42
2010	Cheyenne	Household Population (July)	1792
2010	Cheyenne	Housing Vacancy Rate	19.38
2010	Cheyenne	July Population	1834
2010	Cheyenne	Natural Population Increase	3
2010	Cheyenne	Net Building Permits	0
2010	Cheyenne	Net Migration	-3
2010	Cheyenne	Population (U.S. Census Bureau)	1835
2010	Cheyenne	Total Households	786
2010	Cheyenne	Total Housing Units	975
2010	Cheyenne	Vacant Housing Units	189
2010	Clear Creek	Average Household Size	2.14
2010	Clear Creek	Births	81
2010	Clear Creek	Deaths	64
2010	Clear Creek	Group Quarters Population (July)	84
2010	Clear Creek	Household Population (July)	9024
2010	Clear Creek	Housing Vacancy Rate	25.85
2010	Clear Creek	July Population	9108
2010	Clear Creek	Natural Population Increase	17
2010	Clear Creek	Net Building Permits	8
2010	Clear Creek	Net Migration	31
2010	Clear Creek	Population (U.S. Census Bureau)	9119
2010	Clear Creek	Total Households	4217
2010	Clear Creek	Total Housing Units	5687
2010	Clear Creek	Vacant Housing Units	1470
2010	Conejos	Average Household Size	2.64
2010	Conejos	Births	137
2010	Conejos	Deaths	73
2010	Conejos	Group Quarters Population (July)	36
2010	Conejos	Household Population (July)	8246
2010	Conejos	Housing Vacancy Rate	27.09
2010	Conejos	July Population	8282
2010	Conejos	Natural Population Increase	64
2010	Conejos	Net Building Permits	7
2010	Conejos	Net Migration	9
2010	Conejos	Population (U.S. Census Bureau)	8291
2010	Conejos	Total Households	3128
2010	Conejos	Total Housing Units	4290
2010	Conejos	Vacant Housing Units	1162
2010	Costilla	Average Household Size	2.27
2010	Costilla	Births	27
2010	Costilla	Deaths	28
2010	Costilla	Group Quarters Population (July)	0
2010	Costilla	Household Population (July)	3532
2010	Costilla	Housing Vacancy Rate	40.61
2010	Costilla	July Population	3532
2010	Costilla	Natural Population Increase	-1
2010	Costilla	Net Building Permits	6
2010	Costilla	Net Migration	27
2010	Costilla	Population (U.S. Census Bureau)	3536
2010	Costilla	Total Households	1553
2010	Costilla	Total Housing Units	2615
2010	Costilla	Vacant Housing Units	1062
2010	Crowley	Average Household Size	2.41
2010	Crowley	Births	37
2010	Crowley	Deaths	32
2010	Crowley	Group Quarters Population (July)	2682
2010	Crowley	Household Population (July)	3156
2010	Crowley	Housing Vacancy Rate	15.91
2010	Crowley	July Population	5838
2010	Crowley	Natural Population Increase	5
2010	Crowley	Net Building Permits	0
2010	Crowley	Net Migration	30
2010	Crowley	Population (U.S. Census Bureau)	5833
2010	Crowley	Total Households	1311
2010	Crowley	Total Housing Units	1559
2010	Crowley	Vacant Housing Units	248
2010	Custer	Average Household Size	2.13
2010	Custer	Births	25
2010	Custer	Deaths	37
2010	Custer	Group Quarters Population (July)	150
2010	Custer	Household Population (July)	4122
2010	Custer	Housing Vacancy Rate	51.31
2010	Custer	July Population	4272
2010	Custer	Natural Population Increase	-12
2010	Custer	Net Building Permits	25
2010	Custer	Net Migration	118
2010	Custer	Population (U.S. Census Bureau)	4276
2010	Custer	Total Households	1933
2010	Custer	Total Housing Units	3970
2010	Custer	Vacant Housing Units	2037
2010	Delta	Average Household Size	2.38
2010	Delta	Births	341
2010	Delta	Deaths	339
2010	Delta	Group Quarters Population (July)	713
2010	Delta	Household Population (July)	30176
2010	Delta	Housing Vacancy Rate	13.02
2010	Delta	July Population	30889
2010	Delta	Natural Population Increase	2
2010	Delta	Net Building Permits	46
2010	Delta	Net Migration	261
2010	Delta	Population (U.S. Census Bureau)	30889
2010	Delta	Total Households	12678
2010	Delta	Total Housing Units	14575
2010	Delta	Vacant Housing Units	1897
2010	Denver	Average Household Size	2.22
2010	Denver	Births	9716
2010	Denver	Deaths	4229
2010	Denver	Group Quarters Population (July)	15981
2010	Denver	Household Population (July)	588898
2010	Denver	Housing Vacancy Rate	7.51
2010	Denver	July Population	604879
2010	Denver	Natural Population Increase	5487
2010	Denver	Net Building Permits	1526
2010	Denver	Net Migration	3848
2010	Denver	Population (U.S. Census Bureau)	603440
2010	Denver	Total Households	265233
2010	Denver	Total Housing Units	286778
2010	Denver	Vacant Housing Units	21545
2010	Dolores	Average Household Size	2.29
2010	Dolores	Births	17
2010	Dolores	Deaths	14
2010	Dolores	Group Quarters Population (July)	0
2010	Dolores	Household Population (July)	2060
2010	Dolores	Housing Vacancy Rate	38.83
2010	Dolores	July Population	2060
2010	Dolores	Natural Population Increase	3
2010	Dolores	Net Building Permits	0
2010	Dolores	Net Migration	5
2010	Dolores	Population (U.S. Census Bureau)	2063
2010	Dolores	Total Households	898
2010	Dolores	Total Housing Units	1468
2010	Dolores	Vacant Housing Units	570
2010	Douglas	Average Household Size	2.79
2010	Douglas	Births	3627
2010	Douglas	Deaths	904
2010	Douglas	Group Quarters Population (July)	800
2010	Douglas	Household Population (July)	286324
2010	Douglas	Housing Vacancy Rate	4.08
2010	Douglas	July Population	287124
2010	Douglas	Natural Population Increase	2723
2010	Douglas	Net Building Permits	672
2010	Douglas	Net Migration	2236
2010	Douglas	Population (U.S. Census Bureau)	286984
2010	Douglas	Total Households	102559
2010	Douglas	Total Housing Units	106926
2010	Douglas	Vacant Housing Units	4367
2010	Eagle	Average Household Size	2.71
2010	Eagle	Births	775
2010	Eagle	Deaths	96
2010	Eagle	Group Quarters Population (July)	55
2010	Eagle	Household Population (July)	52002
2010	Eagle	Housing Vacancy Rate	38.78
2010	Eagle	July Population	52057
2010	Eagle	Natural Population Increase	679
2010	Eagle	Net Building Permits	82
2010	Eagle	Net Migration	-144
2010	Eagle	Population (U.S. Census Bureau)	52064
2010	Eagle	Total Households	19182
2010	Eagle	Total Housing Units	31332
2010	Eagle	Vacant Housing Units	12150
2010	Elbert	Average Household Size	2.75
2010	Elbert	Births	163
